,Price,Brand Name,Year,Kms Driven,Fuel Type,Model Variant
699,636899,Maruti Suzuki,2017,21145,Petrol,Maruti Suzuki Baleno 
700,658999,Maruti Suzuki,2017,34881,Petrol,Maruti Suzuki Baleno 
701,304099,Hyundai,2015,53997,Petrol,Hyundai Eon D Lite Plus
702,275699,Maruti Suzuki,2010,147819,Diesel,Maruti Suzuki Swift VDi
703,275699,Maruti Suzuki,2010,147819,Diesel,Maruti Suzuki Swift VDi
704,501599,Hyundai,2016,35203,Petrol,Hyundai Grand I10 SPORTS 1.2 VTVT
705,690000,Hyundai,2016,48877,Diesel,Hyundai Verna 1.6 CRDI SX O AT
706,825000,Honda,2019,32000,Petrol,Honda WRV VX MT Petrol
707,14,Toyota,2018,51000,Petrol,Toyota Corolla Altis 1.8 G AT
708,295000,Maruti Suzuki,2014,56000,Petrol,Maruti Suzuki Alto Vxi 1.1
709,700000,Tata,2022,14000,Diesel,Tata Tiago Revotorq XZ
710,69000,Chevrolet,2006,79000,Petrol,Chevrolet Aveo 
711,10,Renault,2020,14000,Diesel,Renault Duster 110 PS RxZ Diesel Plus
712,129000,Mahindra,2007,97000,Diesel,Renault Logan 
713,506599,Maruti Suzuki,2020,7597,Petrol,Maruti Suzuki Eeco 5 STR WITH AC PLUSHTR
714,344199,Maruti Suzuki,2014,65951,Petrol,Maruti Suzuki Alto K10 VXi
715,775499,Ford,2017,59580,Diesel,Ford EcoSport 
716,492099,Maruti Suzuki,2015,57444,Petrol,Maruti Suzuki Swift ZXI
717,885999,Honda,2017,33598,Petrol,Honda City 
718,885999,Honda,2017,33598,Petrol,Honda City 
719,694899,Ford,2018,17804,Petrol,Ford Freestyle 
720,450599,Maruti Suzuki,2013,62613,Petrol,Maruti Suzuki Swift ZXI
721,377999,Hyundai,2010,56974,Petrol,Hyundai I20 Asta 1.2
722,491499,Datsun,2021,1405,Petrol,Datsun Redi GO T (O)
723,413099,Maruti Suzuki,2018,47120,Petrol,Maruti Suzuki Alto K10 Vxi (O) AMT
724,527099,Hyundai,2018,21531,Petrol,Hyundai Grand I10 Magna AT 1.2 Kappa VTVT
725,562999,Tata,2018,27664,Petrol,Tata Tiago 
726,522999,Maruti Suzuki,2015,38049,Petrol,Maruti Suzuki Swift Vxi
727,411999,Maruti Suzuki,2016,39550,Petrol,Maruti Suzuki Alto K10 VXi AMT
728,849599,Maruti Suzuki,2018,23761,Petrol,Maruti Suzuki Ciaz 
729,480399,Maruti Suzuki,2019,24416,Petrol,Maruti Suzuki Eeco 
730,79000,Tata,2007,85000,Diesel,Tata Indigo CS 
731,525000,Ford,2014,50000,Diesel,Ford EcoSport Trend 1.5L TDCi
732,565000,Honda,2016,53000,Petrol,Honda Jazz VX MT
733,565000,Honda,2016,53000,Petrol,Honda Jazz VX MT
734,435000,Maruti Suzuki,2016,27000,Petrol,Maruti Suzuki Wagon R VXI BS IV
735,425000,Maruti Suzuki,2016,52000,Petrol,Maruti Suzuki Wagon R 1.0 VXi AMT O
736,250000,Honda,2007,149000,Petrol,Honda CIty ZX VTEC
737,350000,Maruti Suzuki,2013,55000,Petrol,Maruti Suzuki Wagon R VXi BS III
738,210000,Maruti Suzuki,2009,79000,Petrol,Maruti Suzuki SX4 Zxi With Leather BSIII
739,586699,Honda,2016,36244,Petrol,Honda Jazz 
740,453199,Hyundai,2016,20235,Petrol,Hyundai Grand I10 Sportz 1.2 Kappa VTVT
741,850499,Maruti Suzuki,2018,61064,Diesel,Maruti Suzuki Vitara Brezza ZDi
742,498799,Maruti Suzuki,2019,14179,Petrol,Maruti Suzuki Alto K10 VXi AMT
743,548699,Maruti Suzuki,2018,12558,Petrol,Maruti Suzuki Ignis DELTA 1.2 K12
744,567799,Hyundai,2015,29060,Petrol,Hyundai Elite I20 Sportz 1.2
745,687499,Hyundai,2017,100934,Diesel,Hyundai Elite I20 
746,520899,Maruti Suzuki,2018,48710,Petrol,Maruti Suzuki Wagon R 1.0 VXi AMT
747,398499,Hyundai,2016,36129,Petrol,Hyundai I10 Magna 1.1 IRDE2
748,398499,Hyundai,2016,36129,Petrol,Hyundai I10 Magna 1.1 IRDE2
749,348499,Maruti Suzuki,2011,156442,Diesel,Maruti Suzuki Swift VDi
750,10,Tata,2020,12978,Petrol,Tata Nexon 
751,307999,Maruti Suzuki,2017,41900,Petrol,Maruti Suzuki Alto 800 Vxi
752,362999,Honda,2012,78724,Petrol,Honda Brio 
753,10,Hyundai,2019,26890,Diesel,Hyundai Venue 
754,483199,Nissan,2018,20485,Petrol,Nissan Micra Active 
755,321399,Hyundai,2017,69220,Petrol,Hyundai Eon Era Plus
756,460000,Tata,2017,55000,Petrol,Tata Tiago XZA 1.2 REVOTRON
757,990000,BMW,2010,49000,Petrol,BMW 5 Series 523i Sedan
758,190000,Tata,2009,56000,Petrol,Tata Indica Vista Aura 1.2 Safire BSIV
759,625000,Maruti Suzuki,2014,83000,Petrol,Maruti Suzuki Ertiga ZXI Plus
760,590000,Maruti Suzuki,2016,39226,Petrol,Maruti Suzuki Baleno Zeta 1.2
761,740000,Maruti Suzuki,2019,33901,Petrol,Maruti Suzuki Swift ZXI ABS
762,240000,Toyota,2013,200000,Diesel,Toyota Etios GD
763,240000,Toyota,2013,200000,Diesel,Toyota Etios GD
764,845000,Toyota,2011,179000,Diesel,Toyota Innova 2.5 VX 7 STR
765,314999,Maruti Suzuki,2018,16563,Petrol,Maruti Suzuki Alto 800 Vxi
766,319999,Maruti Suzuki,2017,15575,Petrol,Maruti Suzuki Alto 800 Lxi
767,652699,Hyundai,2016,67577,Petrol,Hyundai Verna Fluidic 1.4 VTVT
768,572599,Hyundai,2016,67473,Petrol,Hyundai Elite I20 Sportz 1.2
769,787399,Honda,2016,40025,Petrol,Honda City V MT PETROL
770,400899,Hyundai,2015,33349,Petrol,Hyundai I10 Sportz 1.1 IRDE2
771,633999,Honda,2016,58769,Petrol,Honda Jazz 1.2 V MT
772,405199,Maruti Suzuki,2015,66143,Petrol,Maruti Suzuki Wagon R 1.0 Vxi
773,598299,Maruti Suzuki,2017,51125,Petrol,Maruti Suzuki Baleno 
774,357399,Maruti Suzuki,2014,38766,Petrol,Maruti Suzuki Wagon R 1.0 Vxi
775,494199,Maruti Suzuki,2019,8409,Petrol,Maruti Suzuki Eeco 
776,424099,Renault,2019,20718,Petrol,Renault Kwid RxL
777,477599,Hyundai,2014,64459,Petrol,Hyundai Grand I10 SportZ Edition
778,477599,Hyundai,2014,64459,Petrol,Hyundai Grand I10 SportZ Edition
779,416099,Maruti Suzuki,2016,40710,Petrol,Maruti Suzuki Celerio Vxi
780,447599,Maruti Suzuki,2014,29467,Petrol,Maruti Suzuki Swift Dzire VXi 1.2 BS IV
781,616599,Hyundai,2017,27317,Petrol,Hyundai Grand I10 SPORTZ (O) 1.2 AT VTVT
782,12,Hyundai,2017,56000,Diesel,Hyundai Creta 1.6 SX
783,975000,Mahindra,2014,87000,Diesel,Mahindra XUV 500 W8
784,600000,Ford,2016,52000,Diesel,Ford EcoSport Trend 1.5 TDCi
785,1000000,Maruti Suzuki,2019,70000,Diesel,Maruti Suzuki Vitara Brezza ZDi
786,385000,Hyundai,2012,52000,Petrol,Hyundai I20 Asta 1.2 O
787,395000,Hyundai,2013,32000,Petrol,Hyundai I20 Asta 1.2
788,17,Toyota,2015,155000,Diesel,Toyota Fortuner 3.0 4x4 AT
789,600000,Maruti Suzuki,2017,50000,Petrol,Maruti Suzuki Swift Dzire VXi 1.2 BS IV
790,466599,Hyundai,2014,79784,Petrol,Hyundai Xcent 
791,431099,Hyundai,2013,33901,Petrol,Hyundai I20 
792,539799,Hyundai,2018,54696,Petrol,Hyundai Grand I10 Asta 1.2 Kappa VTVT
793,539799,Hyundai,2018,54696,Petrol,Hyundai Grand I10 Asta 1.2 Kappa VTVT
794,514599,Maruti Suzuki,2021,4889,Petrol,Maruti Suzuki S - Presso VXi Plus
795,16,Audi,2015,73656,Diesel,Audi Q3 
796,578099,Ford,2014,75324,Diesel,Ford EcoSport 
797,622099,Maruti Suzuki,2017,58861,Diesel,Maruti Suzuki Swift VDi
798,566699,Hyundai,2016,26597,Petrol,Hyundai Grand I10 ASTA 1.2 AT VTVT
799,752399,Honda,2016,16108,Petrol,Honda Jazz 
800,663199,Maruti Suzuki,2016,146782,Diesel,Maruti Suzuki S Cross Zeta 1.3
801,474799,Hyundai,2015,46111,Petrol,Hyundai Grand I10 
802,640099,Hyundai,2019,32877,Petrol,Hyundai Grand I10 
803,575099,Maruti Suzuki,2019,17283,Petrol,Maruti Suzuki Ignis 
804,491599,Maruti Suzuki,2016,62059,Petrol,Maruti Suzuki Swift Vxi
805,369599,Renault,2017,26700,Petrol,Renault Kwid RxL
806,451399,Maruti Suzuki,2014,28979,Petrol,Maruti Suzuki Swift Dzire VXi 1.2 BS IV
807,330000,Mahindra,2015,120000,Diesel,Mahindra Verito Executive D4
808,330000,Mahindra,2015,120000,Diesel,Mahindra Verito Executive D4
809,490000,Maruti Suzuki,2015,58000,Petrol,Maruti Suzuki Swift VXi 1.2 ABS BS IV
810,450000,Honda,2011,99000,Petrol,Honda City 1.5 S MT
811,160000,Tata,2009,88500,Diesel,Tata Indigo CS LX TDI
812,215000,Chevrolet,2012,85000,Diesel,Chevrolet Beat LT Diesel
813,11,Honda,2019,29000,Petrol,Honda CIty ZX CVT
814,349000,Maruti Suzuki,2015,65000,Petrol,Maruti Suzuki Wagon R 1.0 VXi AMT
815,14,MG Motors,2020,16000,Petrol,MG Motors Hector Sharp 1.5 DCT Petrol
816,726399,Volkswagen,2018,17419,Petrol,Volkswagen Polo 
817,509399,Hyundai,2017,71992,Petrol,Hyundai Grand I10 Sportz 1.2 Kappa VTVT
818,286199,Hyundai,2013,26761,Petrol,Hyundai Eon Era Plus
819,906899,Maruti Suzuki,2019,69807,Diesel,Maruti Suzuki Vitara Brezza 
820,275799,Maruti Suzuki,2014,56719,Petrol,Maruti Suzuki Alto 800 Lxi
821,390999,Maruti Suzuki,2015,46943,Petrol,Maruti Suzuki Celerio VXi AMT
822,559099,Maruti Suzuki,2021,1956,Petrol,Maruti Suzuki S - Presso 
823,559099,Maruti Suzuki,2021,1956,Petrol,Maruti Suzuki S - Presso 
824,507999,Honda,2015,92373,Petrol,Honda Jazz 
825,495299,Hyundai,2015,39836,Petrol,Hyundai Grand I10 
826,782999,Maruti Suzuki,2016,59612,Diesel,Maruti Suzuki Vitara Brezza 
827,834599,Honda,2017,66145,Petrol,Honda City 
828,386699,Maruti Suzuki,2019,17352,Petrol,Maruti Suzuki Alto Vxi
829,447199,Honda,2015,42415,Petrol,Honda Brio 
830,385499,Renault,2017,3230,Petrol,Renault Kwid RXL
831,12,Ford,2020,3195,Petrol,Ford EcoSport 
832,582899,Volkswagen,2017,15227,Petrol,Volkswagen Polo COMFORTLINE 1.2L PETROL
833,14,MG Motors,2020,16000,Petrol,MG Motors Hector Sharp 1.5 DCT Petrol
834,3600000,BMW,2014,110000,Diesel,BMW X5 XDrive30d Pure Experience 7 Seater
835,15,Kia,2021,5600,Diesel,Kia Seltos HTX Plus 1.5 Diesel
836,825000,Maruti Suzuki,2019,44000,Diesel,Maruti Suzuki Swift ZDI +
837,1100000,Maruti Suzuki,2019,40000,Petrol,Maruti Suzuki Ertiga ZXI Plus
838,1100000,Maruti Suzuki,2019,40000,Petrol,Maruti Suzuki Ertiga ZXI Plus
839,15,Kia,2021,5600,Diesel,Kia Seltos HTX Plus 1.5 Diesel
840,130000,Maruti Suzuki,2007,45000,Petrol,Maruti Suzuki Wagon R 1.0 LXi
841,325000,Toyota,2012,150000,Diesel,Toyota Etios GD
842,654299,Volkswagen,2015,91087,Diesel,Volkswagen Vento 
843,592099,Maruti Suzuki,2016,41019,Petrol,Maruti Suzuki Baleno 
844,810399,Maruti Suzuki,2016,78329,Diesel,Maruti Suzuki Vitara Brezza ZDi
845,337799,Maruti Suzuki,2014,49074,Petrol,Maruti Suzuki Alto K10 Vxi
846,623399,Ford,2014,30212,Petrol,Ford EcoSport 
847,378099,Maruti Suzuki,2016,27239,Petrol,Maruti Suzuki Alto K10 Vxi
848,548699,Maruti Suzuki,2018,18113,Petrol,Maruti Suzuki Ignis 
849,354599,Maruti Suzuki,2012,53525,Petrol,Maruti Suzuki Wagon R 1.0 Vxi
850,365899,Maruti Suzuki,2017,36279,Petrol,Maruti Suzuki Alto K10 Vxi
851,320199,Toyota,2012,103182,Petrol,Toyota Etios Liva G
852,834099,Honda,2019,31694,Petrol,Honda WR V 1.2 I-VTEC VX MT
853,834099,Honda,2019,31694,Petrol,Honda WR V 1.2 I-VTEC VX MT
854,457399,Hyundai,2016,63048,Petrol,Hyundai Xcent S 1.2
855,417299,Maruti Suzuki,2017,18932,Petrol,Maruti Suzuki Wagon R 1.0 Vxi
856,323199,Maruti Suzuki,2018,20369,Petrol,Maruti Suzuki Alto 800 Vxi
857,733999,Ford,2019,29364,Petrol,Ford Freestyle 
858,514099,Maruti Suzuki,2018,61875,Petrol,Maruti Suzuki Wagon R 1.0 VXi AMT
859,210000,Tata,2016,90000,Diesel,Tata Indigo CS LX TDI BS III
860,10,Toyota,2011,195000,Diesel,Toyota Fortuner 3.0 4x4 MT
861,695000,Maruti Suzuki,2020,16189,Petrol,Maruti Suzuki Swift VXi 1.2 ABS BS IV
862,695000,Maruti Suzuki,2018,41341,Diesel,Maruti Suzuki Swift Dzire VDi ABS
863,550000,Tata,2019,62000,Diesel,Tata Tiago Revotorq XZ
864,1300000,Hyundai,2021,19000,Diesel,Hyundai Creta 1.6 EX CRDI
865,225000,Maruti Suzuki,2011,56000,Petrol,Maruti Suzuki Ritz GENUS VXI
866,250000,Maruti Suzuki,2010,91000,Petrol,Maruti Suzuki Wagon R VXI BS IV
867,672899,Hyundai,2016,29210,Petrol,Hyundai Elite I20 Asta 1.2
868,672899,Hyundai,2016,29210,Petrol,Hyundai Elite I20 Asta 1.2
869,664699,Renault,2021,16304,Petrol,Renault Triber 
870,357499,Maruti Suzuki,2010,31011,Petrol,Maruti Suzuki Swift Lxi
871,658999,Maruti Suzuki,2017,31041,Petrol,Maruti Suzuki Baleno DELTA 1.2 K12
872,473699,Maruti Suzuki,2019,24484,Petrol,Maruti Suzuki Eeco 
873,17,Tata,2019,46337,Diesel,Tata Hexa 
874,423599,Maruti Suzuki,2019,57875,Petrol + CNG,Maruti Suzuki Alto K10 
875,449699,Toyota,2012,89559,Petrol,Toyota Etios V
876,605699,Hyundai,2014,74190,Diesel,Hyundai Elite I20 Asta 1.4 CRDI
877,392099,Maruti Suzuki,2015,29297,Petrol,Maruti Suzuki Wagon R 1.0 Vxi
878,755099,Ford,2016,43077,Petrol,Ford EcoSport Titanium 1.5 Ti VCT AT
879,432699,Maruti Suzuki,2018,17981,Petrol,Maruti Suzuki Eeco 
880,533099,Maruti Suzuki,2017,49920,Petrol,Maruti Suzuki Ignis 
881,456199,Maruti Suzuki,2015,31108,Petrol,Maruti Suzuki Wagon R 1.0 Vxi
882,621299,Honda,2014,50593,Petrol,Honda City 
883,621299,Honda,2014,50593,Petrol,Honda City 
884,508399,Hyundai,2016,136381,Petrol,Hyundai I20 Active 1.2 S
885,179000,Maruti Suzuki,2011,67000,Petrol,Maruti Suzuki Alto LXi BS III
886,775000,Toyota,2010,160000,Diesel,Toyota Innova 2.5 V 7 STR
887,425000,Maruti Suzuki,2013,53000,Diesel,Maruti Suzuki Ertiga 
888,550000,Maruti Suzuki,2017,59888,Petrol,Maruti Suzuki Swift 2017 
889,795000,Maruti Suzuki,2018,58492,Petrol,Maruti Suzuki Ciaz ALPHA 1.5 AT VTVT SHVS
890,350888,Honda,2011,45000,Petrol,Honda City 1.5 V MT
891,275000,Maruti Suzuki,2012,48000,Diesel,Maruti Suzuki Swift VDi
892,1100000,Mahindra,2018,44000,Diesel,Mahindra XUV 500 W8
893,486499,Maruti Suzuki,2016,48732,Petrol,Maruti Suzuki Swift Vxi
894,728499,Honda,2016,33611,Petrol,Honda City 
895,675099,Maruti Suzuki,2017,36277,Petrol,Maruti Suzuki Swift ZXI
896,441499,Nissan,2015,60539,Petrol,Nissan Micra 
897,418999,Maruti Suzuki,2014,30418,Petrol,Maruti Suzuki Wagon R 1.0 Vxi
898,418999,Maruti Suzuki,2014,30418,Petrol,Maruti Suzuki Wagon R 1.0 Vxi
899,309399,Hyundai,2016,17900,Petrol,Hyundai Eon 
900,684999,Maruti Suzuki,2019,16533,Petrol,Maruti Suzuki Dzire Vxi
901,447599,Maruti Suzuki,2014,30601,Petrol,Maruti Suzuki Swift Dzire VXi 1.2 BS IV
902,313399,Maruti Suzuki,2017,22244,Petrol,Maruti Suzuki Alto 800 Lxi
903,579199,Maruti Suzuki,2016,32516,Petrol,Maruti Suzuki Swift VXi Opt
904,422999,Renault,2017,15883,Petrol,Renault Kwid 
905,599899,Volkswagen,2015,36928,Petrol,Volkswagen Polo 
906,474399,Hyundai,2014,89156,Petrol,Hyundai I20 
907,701399,Maruti Suzuki,2019,41999,Petrol,Maruti Suzuki Baleno 
908,333699,Maruti Suzuki,2017,29157,Petrol,Maruti Suzuki Alto 800 Lxi
909,286199,Hyundai,2013,29379,Petrol,Hyundai Eon Era Plus
910,990888,Honda,2020,700,Petrol,Honda City 1.5 V MT
911,480000,Mahindra,2020,25,Diesel,Mahindra Jeep CL 500 MDI
912,500000,Maruti Suzuki,2018,258,Petrol,Maruti Suzuki Gypsy King Hard Top
913,500000,Maruti Suzuki,2018,258,Petrol,Maruti Suzuki Gypsy King Hard Top
914,390000,Maruti Suzuki,2011,81152,Diesel,Maruti Suzuki Swift VDi
915,17,Toyota,2015,155000,Diesel,Toyota Fortuner 3.0 AT 4X2
916,385000,Hyundai,2012,94000,Diesel,Hyundai I20 Magna 1.4 CRDI
917,590000,Maruti Suzuki,2016,44100,Hybrid,Maruti Suzuki Ciaz VDI+ SHVS
918,375888,Honda,2016,47000,Petrol,Honda Amaze 1.2 S I VTEC
919,349799,Hyundai,2017,33882,Petrol,Hyundai Eon Era Plus
920,531399,Hyundai,2016,69526,Petrol,Hyundai Grand I10 
921,11,Hyundai,2018,13691,Petrol,Hyundai Verna 
922,426199,Maruti Suzuki,2016,21492,Petrol,Maruti Suzuki Alto K10 VXi AMT
923,557199,Hyundai,2017,31980,Petrol,Hyundai Grand I10 Sportz 1.2 Kappa VTVT
924,529199,Tata,2017,26237,Petrol,Tata Tiago 
925,14,Mahindra Jeep,2018,51983,Diesel,Mahindra Jeep Jeep Compass 
926,432999,Maruti Suzuki,2016,47425,Petrol,Maruti Suzuki Celerio VXi AMT
927,580599,Maruti Suzuki,2017,75691,Diesel,Maruti Suzuki Swift VDi ABS
928,580599,Maruti Suzuki,2017,75691,Diesel,Maruti Suzuki Swift VDi ABS
929,452099,Maruti Suzuki,2017,61427,Petrol,Maruti Suzuki Celerio ZXI
930,493499,Hyundai,2014,48834,Petrol,Hyundai Grand I10 Sportz 1.2 Kappa VTVT
931,451399,Maruti Suzuki,2014,57338,Petrol,Maruti Suzuki Swift Dzire VXi 1.2 BS IV
932,468999,Hyundai,2016,30912,Petrol,Hyundai Grand I10 
933,572599,Hyundai,2018,33562,Petrol,Hyundai Grand I10 
934,562399,Maruti Suzuki,2017,33094,Petrol,Maruti Suzuki Swift Vxi
935,678699,Maruti Suzuki,2018,71894,Petrol,Maruti Suzuki Dzire Vxi
936,775000,Hyundai,2012,126000,Diesel,Santa Fe 4 WD AT
937,778888,Mahindra,2015,46000,Diesel,Mahindra XUV 500 W8
938,18,Audi,2014,75000,Diesel,Audi Q5 2.0 TDI Quattro Premium Plus
939,7500000,Mercedes Benz,2019,35000,Petrol,Mercedes Benz GLE Coupe 450 AMG
940,17,Volvo,2012,86000,Diesel,Volvo XC60 D3 Kinetic
941,490000,Maruti Suzuki,2014,44000,Petrol,Maruti Suzuki Swift VXi 1.2 BS IV
942,225000,Mahindra,2007,85000,Diesel,Mahindra Scorpio 2.6 SLX
943,225000,Mahindra,2007,85000,Diesel,Mahindra Scorpio 2.6 SLX
944,775000,Maruti Suzuki,2017,64000,Diesel,Maruti Suzuki Vitara Brezza VDI OPT
945,10,Honda,2017,42317,Petrol,Honda City ZX CVT
946,516599,Maruti Suzuki,2020,7679,Petrol,Maruti Suzuki Eeco 
947,805099,Maruti Suzuki,2018,50842,Diesel,Maruti Suzuki Ciaz 
948,534599,Hyundai,2016,17364,Petrol,Hyundai Grand I10 Sportz 1.2 Kappa VTVT
949,319399,Maruti Suzuki,2015,51573,Petrol,Maruti Suzuki Alto K10 VXi
950,17,Mahindra,2020,10813,Diesel,Mahindra XUV 500 
951,345799,Maruti Suzuki,2016,24065,Petrol,Maruti Suzuki Alto K10 Vxi
952,612799,Honda,2016,51428,Petrol,Honda Jazz 
953,695099,Renault,2019,27805,Petrol,Renault Triber 
954,458699,Maruti Suzuki,2016,20141,Petrol,Maruti Suzuki Wagon R 1.0 VXi
955,600399,Tata,2019,38346,Petrol,Tata Tiago 
956,594599,Maruti Suzuki,2017,63133,Diesel,Maruti Suzuki Swift Dzire ZDI AMT
957,704099,Ford,2017,23049,Petrol,Ford EcoSport 
958,704099,Ford,2017,23049,Petrol,Ford EcoSport 
959,883099,Renault,2017,95627,Diesel,Renault Duster 
960,377899,Maruti Suzuki,2016,74510,Petrol,Maruti Suzuki Wagon R 1.0 Vxi
961,316799,Maruti Suzuki,2016,36306,Petrol,Maruti Suzuki Alto 800 Lxi
962,10,Kia,2021,13000,Diesel,Kia Sonet 
963,425000,Honda,2015,76000,Diesel,Honda Amaze 1.5 SMT I DTEC
964,275000,Maruti Suzuki,2015,45000,Petrol,Maruti Suzuki Alto K10 VXi AMT
965,875000,Tata,2019,63088,Diesel,Tata Nexon XZ Plus Diesel Dual Tone
966,250000,Maruti Suzuki,2013,54123,Petrol,Maruti Suzuki Alto 800 Lxi
967,180000,Fiat,2011,88000,Petrol,Fiat Punto Emotion 1.2
968,415000,Hyundai,2014,67000,Petrol,Hyundai I20 Sportz 1.2
969,350000,Maruti Suzuki,2011,73000,Diesel,Maruti Suzuki Swift VDi
970,399999,Hyundai,2011,83803,Petrol,Hyundai I20 Asta 1.2
971,841499,Hyundai,2017,75398,Petrol,Hyundai Creta 1.6 SX Plus Petrol
972,305899,Maruti Suzuki,2015,64611,Petrol,Maruti Suzuki Alto K10 Vxi
973,305899,Maruti Suzuki,2015,64611,Petrol,Maruti Suzuki Alto K10 Vxi
974,530699,Volkswagen,2016,27995,Petrol,Volkswagen Polo 
975,748599,Maruti Suzuki,2018,60214,Diesel,Maruti Suzuki Swift ZDI AMT
976,471899,Maruti Suzuki,2017,61018,Petrol,Maruti Suzuki Celerio VXi AMT
977,460299,Maruti Suzuki,2017,81811,Petrol,Maruti Suzuki Wagon R 1.0 VXi Opt
978,11,Hyundai,2019,3139,Petrol,Hyundai Venue 
979,494099,Hyundai,2017,20393,Petrol,Hyundai Grand I10 Magna 1.2 Kappa VTVT
980,553899,Maruti Suzuki,2016,41912,Petrol,Maruti Suzuki Swift VXi Opt
981,656399,Hyundai,2016,63648,Petrol,Hyundai Elite I20 ASTA 1.2 (O)
982,566199,Ford,2015,85860,Petrol,Ford EcoSport 
983,589499,Maruti Suzuki,2017,45047,Petrol,Maruti Suzuki Ignis 
984,510499,Maruti Suzuki,2017,45260,Petrol,Maruti Suzuki Celerio 
985,579899,Hyundai,2019,13858,Petrol,Hyundai Santro ASTA 1.1 MT
986,333699,Maruti Suzuki,2017,25256,Petrol,Maruti Suzuki Alto 800 Lxi
987,430000,Hyundai,2015,39000,Petrol,Hyundai Elite I20 Magna 1.4 AT
988,430000,Hyundai,2015,39000,Petrol,Hyundai Elite I20 Magna 1.4 AT
989,325000,Honda,2006,86000,Petrol,Honda Accord 2.4 MT
990,565000,Hyundai,2017,19900,Petrol,Hyundai Grand I10 1.2 ASTA (O) AT
991,13,Mahindra,2018,52500,Diesel,Mahindra XUV 500 W10 1.99
992,13,Toyota,2014,70000,Diesel,Toyota Innova 2.5 V 7 STR
993,1500000,Tata,2019,85000,Diesel,Tata Hexa 
994,650000,Mahindra,2014,89000,Diesel,Mahindra XUV 500 W8
995,175000,Hyundai,2010,45000,Petrol,Hyundai Santro Xing GL Plus
996,639699,Volkswagen,2018,53293,Petrol,Volkswagen Polo HIGHLINE1.2L PETROL
997,493899,Maruti Suzuki,2019,7211,Petrol,Maruti Suzuki Eeco 
998,375899,Maruti Suzuki,2014,54645,Petrol,Maruti Suzuki Wagon R 1.0 Vxi
999,493899,Maruti Suzuki,2019,32372,Petrol,Maruti Suzuki Eeco 5 STR WITH AC PLUSHTR
1000,501999,Maruti Suzuki,2018,37947,Petrol,Maruti Suzuki Wagon R 1.0 Vxi
1001,567399,Hyundai,2015,35140,Petrol,Hyundai I20 Active 1.2 S
1002,492199,Honda,2015,43412,Petrol,Honda Amaze 
1003,492199,Honda,2015,43412,Petrol,Honda Amaze 
1004,583999,Hyundai,2015,33616,Diesel,Hyundai I20 Active 1.4 SX
1005,986699,Ford,2018,26372,Petrol,Ford EcoSport 
1006,588099,Hyundai,2016,101920,Diesel,Hyundai Elite I20 Asta 1.4 CRDI
1007,495799,Honda,2016,46201,Petrol,Honda Jazz 
1008,11,Maruti Suzuki,2017,63626,Diesel,Maruti Suzuki S Cross 
1009,429599,Maruti Suzuki,2016,35109,Petrol,Maruti Suzuki Celerio Vxi
1010,16,MG Motors,2020,6760,Petrol,MG Motors Hector 
1011,684099,Ford,2016,85893,Diesel,Ford EcoSport 
1012,723799,Honda,2018,44266,Petrol,Honda Amaze 
1013,150000,Honda,2008,85000,Petrol,Honda CIty ZX GXi
1014,3300000,Porsche,2011,38000,Electric,Porsche Cayenne Select Variant
1015,11,Toyota,2013,210000,Diesel,Toyota Innova 2.5 Z Diesel 7 Seater
1016,975000,Maruti Suzuki,2019,24200,Diesel,Maruti Suzuki Ciaz ZDi Plus SHVS
1017,2000000,MG Motors,2021,28000,Diesel,MG Motors Hector Super 2.0 Diesel
1018,2000000,MG Motors,2021,28000,Diesel,MG Motors Hector Super 2.0 Diesel
1019,535000,Mahindra,2012,135000,Diesel,Mahindra Bolero ZLX BS IV
1020,425000,Maruti Suzuki,2015,75000,Petrol,Maruti Suzuki Celerio ZXi AMT
1021,457099,Renault,2018,40650,Petrol,Renault Kwid 
1022,612899,Volkswagen,2019,19121,Petrol,Volkswagen Polo 
1023,716699,Renault,2019,9874,Petrol,Renault Triber 
1024,509699,Hyundai,2016,95999,Petrol,Hyundai Grand I10 
1025,626199,Honda,2014,68519,Petrol,Honda City 
1026,22,Tata,2020,22667,Diesel,Tata Harrier 
1027,501599,Hyundai,2016,25202,Petrol,Hyundai Grand I10 
1028,557599,Hyundai,2017,52030,Diesel,Hyundai Grand I10 
1029,236099,Tata,2015,64011,Petrol,Tata Nano 
1030,430499,Maruti Suzuki,2021,13598,Petrol,Maruti Suzuki Alto VXi
1031,442799,Maruti Suzuki,2014,47037,Petrol,Maruti Suzuki Wagon R 1.0 Vxi
1032,442799,Maruti Suzuki,2014,47037,Petrol,Maruti Suzuki Wagon R 1.0 Vxi
1033,656299,Maruti Suzuki,2019,20688,Petrol,Maruti Suzuki Baleno 
1034,15,Tata,2020,16874,Diesel,Tata Harrier 
1035,624799,Hyundai,2018,48031,Petrol,Hyundai Elite I20 Sportz 1.2
1036,584599,Hyundai,2018,22609,Petrol,Hyundai Grand I10 Sportz 1.2 Kappa VTVT
1037,526899,Volkswagen,2015,73563,Petrol,Volkswagen Polo 
1038,350000,Renault,2012,132000,Diesel,Renault Pulse RxL ABS Diesel
1039,560000,Skoda,2014,84000,Diesel,Skoda Rapid 1.5 TDI CR Ambition With Alloy Wh...
